attendance_id,student_id,student_name,section_id,course_id,date,status,notes,recorded_date
ATT001909,STU000087,Karen Walker,SEC000313,CHEM524,2025-10-31,Absent,,2025-08-06 00:00:00
ATT001910,STU000667,Robert Thompson,SEC000284,CS293,2025-05-20,Present,,2025-02-23 00:00:00
ATT001911,STU000615,Jason Hill,SEC000094,MUS567,2025-07-23,Present,Sick,2025-07-13 00:00:00
ATT001912,STU000980,Sarah Lewis,SEC000352,HIST249,2024-08-05,Late,Family emergency,2025-11-24 00:00:00
ATT001913,STU000673,Andrew Miller,SEC000138,ENG592,2025-05-17,Late,Sick,2025-01-14 00:00:00
ATT001914,STU000452,Carol Flores,SEC000142,CS196,2025-01-22,Present,Family emergency,2025-12-31 00:00:00
ATT001915,STU000034,Jeffrey Hill,SEC000054,CHEM290,2024-11-07,Present,Sick,2024-10-08 00:00:00
ATT001916,STU000673,Andrew Miller,SEC000333,MUS507,2024-01-23,Excused,,2025-10-18 00:00:00
ATT001917,STU000340,Kenneth Lopez,SEC000176,CS508,2025-07-01,Present,,2024-09-19 00:00:00
ATT001918,STU000030,Lisa Hill,SEC000199,PHYS261,2025-08-04,Late,,2024-04-20 00:00:00
ATT001919,STU000184,Elizabeth Brown,SEC000321,CHEM422,2025-08-17,Excused,Sick,2025-07-08 00:00:00
ATT001920,STU000196,Karen Moore,SEC000102,ECON404,2024-03-01,Excused,,2024-04-10 00:00:00
ATT001921,STU000936,John Johnson,SEC000038,ENG430,2024-04-25,Excused,,2025-03-07 00:00:00
ATT001922,STU000241,Edward Smith,SEC000329,CHEM329,2024-12-10,Absent,Sick,2025-12-18 00:00:00
ATT001923,STU000507,George Torres,SEC000390,ECON225,2024-11-08,Absent,,2025-04-03 00:00:00
ATT001924,STU000396,Karen Lee,SEC000150,EDUC403,2025-02-17,Present,Sick,2024-01-30 00:00:00
ATT001925,STU000532,Michael Allen,SEC000063,ECON255,2024-02-10,Present,Family emergency,2025-06-28 00:00:00
ATT001926,STU000491,Brian Rodriguez,SEC000204,MATH497,2024-06-03,Present,,2024-12-12 00:00:00
ATT001927,STU000591,Jacob Scott,SEC000213,PSYC215,2025-04-02,Present,Sick,2025-03-19 00:00:00
ATT001928,STU000168,Michael Wilson,SEC000131,NURS141,2025-05-02,Excused,,2024-12-15 00:00:00
ATT001929,STU000598,Sandra Rodriguez,SEC000024,ENG379,2025-01-28,Absent,,2024-02-06 00:00:00
ATT001930,STU000525,Sandra Allen,SEC000009,ECON277,2025-09-08,Present,Sick,2024-08-18 00:00:00
ATT001931,STU000280,John Torres,SEC000214,MUS103,2024-09-23,Late,,2024-10-25 00:00:00
ATT001932,STU000371,Jennifer Lee,SEC000149,ENG148,2024-09-22,Present,Sick,2024-07-17 00:00:00
ATT001933,STU000088,George Walker,SEC000339,PHYS261,2025-10-27,Excused,,2025-10-15 00:00:00
ATT001934,STU000050,Karen Martinez,SEC000342,MUS318,2024-10-12,Present,Sick,2025-11-13 00:00:00
ATT001935,STU000360,Jennifer Smith,SEC000151,ECON400,2024-10-07,Absent,,2025-05-31 00:00:00
ATT001936,STU000939,Jason Flores,SEC000001,MUS101,2024-04-10,Late,,2024-08-07 00:00:00
ATT001937,STU000680,Joshua Jackson,SEC000262,EDUC384,2024-01-30,Present,,2024-11-24 00:00:00
ATT001938,STU000711,Timothy Lee,SEC000380,CHEM347,2025-04-03,Present,Sick,2024-12-04 00:00:00
ATT001939,STU000293,Betty Williams,SEC000131,NURS141,2024-08-04,Excused,,2025-11-07 00:00:00
ATT001940,STU000819,Lisa Brown,SEC000041,EDUC375,2025-07-01,Present,Family emergency,2024-06-26 00:00:00
ATT001941,STU000741,Barbara Gonzalez,SEC000205,PSYC266,2025-12-01,Present,Family emergency,2025-04-13 00:00:00
ATT001942,STU000908,Barbara Gonzalez,SEC000018,PSYC569,2024-11-16,Present,,2024-02-04 00:00:00
ATT001943,STU000405,Helen Ramirez,SEC000070,ART132,2024-11-17,Present,,2024-12-24 00:00:00
ATT001944,STU000573,Thomas Williams,SEC000294,ENG314,2025-05-13,Excused,Family emergency,2024-05-29 00:00:00
ATT001945,STU000931,Kevin Rodriguez,SEC000369,MUS512,2025-08-03,Absent,,2024-02-09 00:00:00
ATT001946,STU000908,Barbara Gonzalez,SEC000371,ENG533,2024-06-29,Present,,2025-05-17 00:00:00
ATT001947,STU000100,Sandra Davis,SEC000063,ECON255,2025-12-09,Present,Sick,2024-09-05 00:00:00
ATT001948,STU000923,Steven Brown,SEC000129,ECON545,2025-08-21,Excused,,2025-07-08 00:00:00
ATT001949,STU000105,Steven Johnson,SEC000265,PSYC408,2025-07-09,Absent,Family emergency,2024-11-15 00:00:00
ATT001950,STU000418,David Garcia,SEC000261,MATH497,2024-06-06,Present,,2024-12-06 00:00:00
ATT001951,STU000451,Jeffrey Scott,SEC000285,BUS538,2024-10-04,Present,,2024-04-20 00:00:00
ATT001952,STU000598,Sandra Rodriguez,SEC000278,PHYS347,2025-06-04,Present,Family emergency,2024-05-27 00:00:00
ATT001953,STU000993,Ronald Lewis,SEC000287,ART182,2025-07-31,Present,Family emergency,2025-03-25 00:00:00
ATT001954,STU000459,Jason Garcia,SEC000330,CS198,2024-07-01,Present,,2025-08-02 00:00:00
ATT001955,STU000909,Betty Johnson,SEC000343,CS293,2024-06-03,Excused,,2024-07-22 00:00:00
ATT001956,STU000564,Linda Perez,SEC000019,ECON323,2025-01-26,Excused,,2024-03-21 00:00:00
ATT001957,STU000545,Elizabeth Robinson,SEC000009,ECON277,2024-07-04,Present,,2024-10-21 00:00:00
ATT001958,STU000382,Brian Wright,SEC000204,MATH497,2024-02-08,Present,Family emergency,2024-05-26 00:00:00
ATT001959,STU000176,Ronald Anderson,SEC000021,CHEM329,2024-10-12,Late,Sick,2025-09-20 00:00:00
ATT001960,STU000398,Daniel King,SEC000360,EDUC496,2024-02-05,Absent,Family emergency,2024-05-29 00:00:00
ATT001961,STU000494,Elizabeth Hill,SEC000302,BUS526,2025-10-01,Present,,2025-01-22 00:00:00
ATT001962,STU000343,Daniel Anderson,SEC000341,ART238,2025-08-10,Present,,2025-09-18 00:00:00
ATT001963,STU000976,John Clark,SEC000353,HIST104,2025-03-15,Late,Family emergency,2024-01-09 00:00:00
ATT001964,STU000768,Lisa Rodriguez,SEC000157,HIST304,2024-01-16,Late,,2025-11-17 00:00:00
ATT001965,STU000163,Carol King,SEC000137,ENG430,2025-02-08,Present,,2024-03-27 00:00:00
ATT001966,STU000706,James Anderson,SEC000276,CS384,2024-11-11,Absent,,2024-06-18 00:00:00
ATT001967,STU000853,Robert Moore,SEC000296,PSYC408,2025-01-04,Present,,2024-01-15 00:00:00
ATT001968,STU000111,Mark Walker,SEC000066,ART482,2025-09-28,Late,,2024-10-25 00:00:00
ATT001969,STU000899,Thomas Jackson,SEC000193,ECON360,2024-01-15,Present,,2024-07-22 00:00:00
ATT001970,STU000160,Lisa Lee,SEC000343,CS293,2025-01-07,Absent,,2025-09-28 00:00:00
ATT001971,STU000529,Laura Jackson,SEC000223,MUS101,2025-12-31,Excused,,2024-03-21 00:00:00
ATT001972,STU000537,Susan Johnson,SEC000289,MATH584,2024-06-26,Present,,2024-04-01 00:00:00
ATT001973,STU000083,Ronald Hernandez,SEC000392,BIO111,2024-02-09,Present,,2025-09-16 00:00:00
ATT001974,STU000280,John Torres,SEC000248,ECON412,2025-06-10,Present,,2025-08-22 00:00:00
ATT001975,STU000030,Lisa Hill,SEC000245,HIST522,2025-12-27,Present,,2025-11-20 00:00:00
ATT001976,STU000734,Kimberly White,SEC000345,PHYS438,2024-06-29,Present,Sick,2024-01-17 00:00:00
ATT001977,STU000371,Jennifer Lee,SEC000327,PHYS261,2025-05-15,Late,Family emergency,2025-08-29 00:00:00
ATT001978,STU000776,Donna Hill,SEC000351,ECON400,2025-09-04,Absent,Family emergency,2024-01-04 00:00:00
ATT001979,STU000371,Jennifer Lee,SEC000165,ECON412,2024-06-12,Present,,2024-06-17 00:00:00
ATT001980,STU000522,Richard Lewis,SEC000028,HIST249,2025-09-21,Late,Family emergency,2025-09-08 00:00:00
ATT001981,STU000986,Carol Miller,SEC000257,EDUC373,2024-03-12,Present,Family emergency,2024-11-01 00:00:00
ATT001982,STU000258,Mark Flores,SEC000165,ECON412,2024-07-07,Present,Sick,2025-04-18 00:00:00
ATT001983,STU000111,Mark Walker,SEC000191,NURS305,2024-06-17,Late,Sick,2024-10-01 00:00:00
ATT001984,STU000936,John Johnson,SEC000288,ECON545,2024-08-23,Present,Sick,2025-01-17 00:00:00
ATT001985,STU000135,Deborah Harris,SEC000165,ECON412,2024-02-23,Present,,2024-11-16 00:00:00
ATT001986,STU000649,Robert Nguyen,SEC000241,PSYC215,2025-11-01,Excused,,2025-04-16 00:00:00
ATT001987,STU000352,Christopher Clark,SEC000072,HIST123,2024-04-21,Present,Family emergency,2025-07-17 00:00:00
ATT001988,STU000688,Kimberly Jackson,SEC000129,ECON545,2025-02-25,Excused,,2025-08-11 00:00:00
ATT001989,STU000026,Michelle Jones,SEC000045,PHYS484,2024-10-18,Present,,2024-09-06 00:00:00
ATT001990,STU000837,Joseph Williams,SEC000228,ART482,2025-02-19,Present,Sick,2025-05-08 00:00:00
ATT001991,STU000278,Kenneth Johnson,SEC000102,ECON404,2025-06-13,Present,Family emergency,2024-09-23 00:00:00
ATT001992,STU000028,Dorothy King,SEC000283,ART182,2024-10-22,Present,Sick,2024-07-14 00:00:00
ATT001993,STU000742,Helen Wright,SEC000277,HIST307,2025-02-28,Absent,,2024-12-16 00:00:00
ATT001994,STU000165,Lisa Harris,SEC000149,ENG148,2025-04-22,Present,,2025-08-26 00:00:00
ATT001995,STU000817,Lisa Thomas,SEC000121,HIST104,2025-09-27,Present,,2025-08-03 00:00:00
ATT001996,STU000035,Barbara King,SEC000172,BUS287,2024-01-05,Late,,2025-09-23 00:00:00
ATT001997,STU000874,Ronald Thomas,SEC000023,MUS336,2024-05-18,Excused,,2025-01-30 00:00:00
ATT001998,STU000528,Susan Nguyen,SEC000356,ECON536,2024-03-21,Absent,,2024-03-29 00:00:00
ATT001999,STU000412,Joseph Brown,SEC000339,PHYS261,2024-08-19,Absent,Sick,2025-09-11 00:00:00
ATT002000,STU000585,Richard Harris,SEC000037,MUS103,2024-06-30,Present,Family emergency,2024-01-25 00:00:00
ATT002001,STU000267,Linda Thomas,SEC000338,CS482,2024-09-25,Late,,2024-11-26 00:00:00
ATT002002,STU000191,Sarah Clark,SEC000242,ECON323,2024-04-17,Present,Family emergency,2025-11-03 00:00:00
ATT002003,STU000715,William Anderson,SEC000189,ECON225,2024-07-06,Late,,2024-05-21 00:00:00
ATT002004,STU000152,Ronald Clark,SEC000348,PSYC342,2024-08-30,Present,Family emergency,2024-01-23 00:00:00
ATT002005,STU000336,Elizabeth Nguyen,SEC000368,MATH533,2025-01-08,Late,,2024-11-22 00:00:00
ATT002006,STU000669,Matthew Miller,SEC000008,CHEM248,2025-12-07,Present,Family emergency,2025-05-15 00:00:00
ATT002007,STU000662,David Clark,SEC000088,EDUC545,2025-05-17,Absent,,2025-09-04 00:00:00
ATT002008,STU000260,Michael Taylor,SEC000131,NURS141,2024-12-13,Present,Sick,2025-03-16 00:00:00
ATT002009,STU000565,Daniel Rodriguez,SEC000288,ECON545,2024-09-08,Excused,,2025-08-16 00:00:00
ATT002010,STU000721,Nancy Martinez,SEC000350,ENG248,2025-12-18,Absent,Sick,2024-06-21 00:00:00
ATT002011,STU000261,Karen Walker,SEC000265,PSYC408,2025-08-20,Present,,2025-11-17 00:00:00
ATT002012,STU000267,Linda Thomas,SEC000338,CS482,2024-06-04,Late,,2025-01-13 00:00:00
ATT002013,STU000349,Ryan Brown,SEC000398,EDUC302,2024-06-05,Late,,2025-08-12 00:00:00
ATT002014,STU000452,Carol Flores,SEC000272,MUS567,2025-07-18,Excused,,2025-06-30 00:00:00
ATT002015,STU000749,Sarah Gonzalez,SEC000369,MUS512,2025-01-09,Present,Family emergency,2024-02-02 00:00:00
ATT002016,STU000339,Ryan Young,SEC000039,HIST572,2025-02-02,Late,Family emergency,2025-11-19 00:00:00
ATT002017,STU000934,Edward Torres,SEC000020,MUS520,2025-12-10,Excused,,2025-03-12 00:00:00
ATT002018,STU000629,Elizabeth Miller,SEC000170,BUS307,2024-11-29,Present,Sick,2024-04-19 00:00:00
ATT002019,STU000755,Jeffrey Anderson,SEC000360,EDUC496,2024-06-22,Present,,2024-08-26 00:00:00
ATT002020,STU000611,Linda White,SEC000187,NURS366,2024-10-17,Present,Family emergency,2025-02-10 00:00:00
ATT002021,STU000877,Ryan Perez,SEC000271,ART367,2024-08-11,Late,,2025-11-24 00:00:00
ATT002022,STU000677,Sharon Clark,SEC000070,ART132,2024-08-06,Late,Family emergency,2025-12-25 00:00:00
ATT002023,STU000345,Jason Flores,SEC000036,MUS278,2024-11-28,Present,,2025-11-16 00:00:00
ATT002024,STU000658,Barbara Lee,SEC000160,HIST307,2025-01-01,Present,,2024-07-30 00:00:00
ATT002025,STU000915,Kevin Martinez,SEC000010,ENG314,2024-07-15,Present,,2025-10-16 00:00:00
ATT002026,STU000670,Kenneth Lewis,SEC000210,MUS295,2025-05-11,Present,Family emergency,2024-09-26 00:00:00
ATT002027,STU000872,Jessica Jackson,SEC000186,PSYC463,2025-03-14,Late,,2024-11-27 00:00:00
ATT002028,STU000336,Elizabeth Nguyen,SEC000371,ENG533,2025-03-31,Present,,2025-12-06 00:00:00
ATT002029,STU000664,David Allen,SEC000287,ART182,2024-09-24,Present,,2024-04-30 00:00:00
ATT002030,STU000325,Kenneth Martinez,SEC000059,EDUC397,2025-01-15,Present,,2025-10-18 00:00:00
ATT002031,STU000123,Mark Martinez,SEC000239,PSYC455,2024-08-12,Present,,2024-04-20 00:00:00
ATT002032,STU000691,Betty Anderson,SEC000061,CHEM241,2024-08-09,Late,,2025-03-18 00:00:00
ATT002033,STU000719,Joseph Robinson,SEC000120,MATH373,2025-09-22,Present,Family emergency,2025-06-05 00:00:00
ATT002034,STU000242,Dorothy Anderson,SEC000347,MUS278,2024-07-26,Present,,2024-05-31 00:00:00
ATT002035,STU000267,Linda Thomas,SEC000319,NURS409,2024-05-25,Present,,2024-02-12 00:00:00
ATT002036,STU000798,Donald Wright,SEC000162,BUS444,2024-07-24,Present,Sick,2024-03-27 00:00:00
ATT002037,STU000961,Karen Jackson,SEC000088,EDUC545,2025-11-15,Present,,2025-06-09 00:00:00
ATT002038,STU000405,Helen Ramirez,SEC000331,CS428,2025-03-20,Present,Sick,2024-10-02 00:00:00
ATT002039,STU000274,Patricia White,SEC000233,BIO111,2024-11-12,Excused,Sick,2025-03-17 00:00:00
ATT002040,STU000477,Jennifer Ramirez,SEC000321,CHEM422,2025-11-28,Absent,,2025-03-29 00:00:00
ATT002041,STU000554,Donald Rodriguez,SEC000280,BUS310,2025-01-25,Absent,,2025-02-23 00:00:00
ATT002042,STU000888,Betty Harris,SEC000200,MUS358,2025-03-19,Late,Family emergency,2024-02-15 00:00:00
ATT002043,STU000112,Helen Jackson,SEC000400,ART411,2024-09-30,Present,,2025-11-16 00:00:00
ATT002044,STU000126,Karen Taylor,SEC000161,PSYC215,2024-09-13,Late,Sick,2024-07-27 00:00:00
ATT002045,STU000082,Sandra Jackson,SEC000177,CHEM524,2025-07-21,Present,,2024-02-28 00:00:00
ATT002046,STU000745,Michael Lee,SEC000371,ENG533,2025-12-20,Excused,Family emergency,2025-11-14 00:00:00
ATT002047,STU000586,George Perez,SEC000036,MUS278,2024-07-21,Present,Family emergency,2025-10-07 00:00:00
ATT002048,STU000671,Edward Flores,SEC000335,MUS358,2025-05-13,Absent,Family emergency,2024-09-16 00:00:00
ATT002049,STU000148,Christopher Rodriguez,SEC000279,PSYC569,2024-10-18,Absent,,2025-12-12 00:00:00
ATT002050,STU000056,Nancy Jackson,SEC000181,MUS278,2025-08-29,Present,,2025-03-26 00:00:00
ATT002051,STU000113,David Robinson,SEC000064,CS370,2025-05-26,Present,Sick,2024-11-07 00:00:00
ATT002052,STU000769,Kevin Perez,SEC000228,ART482,2024-04-29,Present,,2024-10-09 00:00:00
ATT002053,STU000785,Kimberly Thomas,SEC000302,BUS526,2025-10-14,Absent,,2024-10-17 00:00:00
ATT002054,STU000109,Anthony Sanchez,SEC000035,MATH135,2025-01-06,Present,,2025-06-01 00:00:00
ATT002055,STU000759,Andrew Lewis,SEC000191,NURS305,2025-01-08,Present,Family emergency,2025-03-21 00:00:00
ATT002056,STU000886,Ronald Jackson,SEC000155,MATH373,2024-03-03,Present,Sick,2025-09-16 00:00:00
ATT002057,STU000203,David Sanchez,SEC000178,ENG336,2025-04-27,Excused,Sick,2025-07-28 00:00:00
ATT002058,STU000706,James Anderson,SEC000339,PHYS261,2025-02-07,Late,Family emergency,2025-12-20 00:00:00
ATT002059,STU000485,Kevin Flores,SEC000223,MUS101,2025-10-27,Excused,,2024-07-16 00:00:00
ATT002060,STU000287,Jennifer Lopez,SEC000195,ECON554,2025-10-11,Late,,2025-06-24 00:00:00
ATT002061,STU000778,Robert Johnson,SEC000368,MATH533,2024-03-24,Present,Sick,2024-03-08 00:00:00
ATT002062,STU000479,Christopher Harris,SEC000211,ENG247,2024-11-02,Present,Sick,2024-07-21 00:00:00
ATT002063,STU000633,James Ramirez,SEC000181,MUS278,2024-12-19,Absent,,2025-09-05 00:00:00
ATT002064,STU000548,Donald White,SEC000256,CS237,2024-04-07,Absent,,2025-05-22 00:00:00
ATT002065,STU000433,Edward Davis,SEC000168,CHEM309,2025-05-08,Excused,,2025-09-07 00:00:00
ATT002066,STU000199,Karen Nguyen,SEC000158,CS566,2025-07-04,Present,,2025-10-22 00:00:00
ATT002067,STU000084,Mary Lee,SEC000213,PSYC215,2025-11-20,Present,,2024-11-28 00:00:00
ATT002068,STU000296,Daniel Hernandez,SEC000340,NURS505,2024-07-01,Present,,2025-03-15 00:00:00
ATT002069,STU000156,Susan Walker,SEC000084,MUS524,2025-08-05,Present,,2024-03-08 00:00:00
ATT002070,STU000422,Mary Johnson,SEC000312,CHEM493,2025-03-01,Excused,Sick,2024-11-22 00:00:00
ATT002071,STU000984,Helen Lee,SEC000346,NURS389,2024-11-18,Present,,2024-07-08 00:00:00
ATT002072,STU000092,Lisa Harris,SEC000082,HIST104,2025-07-21,Late,Family emergency,2025-10-27 00:00:00
ATT002073,STU000298,Lisa Smith,SEC000138,ENG592,2024-12-26,Absent,,2024-10-13 00:00:00
ATT002074,STU000888,Betty Harris,SEC000162,BUS444,2024-08-22,Present,,2025-06-24 00:00:00
ATT002075,STU000958,George White,SEC000062,EDUC170,2024-03-03,Present,,2024-08-12 00:00:00
ATT002076,STU000134,Kevin Moore,SEC000244,PSYC373,2024-10-01,Late,,2025-06-27 00:00:00
ATT002077,STU000415,Barbara Allen,SEC000039,HIST572,2024-05-23,Excused,,2025-04-28 00:00:00
ATT002078,STU000505,Kenneth Hernandez,SEC000067,HIST104,2024-11-03,Present,Sick,2024-01-16 00:00:00
ATT002079,STU000305,Ruth Wright,SEC000201,PHYS506,2024-03-14,Absent,,2024-07-30 00:00:00
ATT002080,STU000143,Steven Miller,SEC000269,ECON404,2025-08-31,Present,Family emergency,2025-11-08 00:00:00
ATT002081,STU000508,Brian Rodriguez,SEC000183,ECON360,2025-06-02,Absent,,2024-09-19 00:00:00
ATT002082,STU000846,Mark Thomas,SEC000289,MATH584,2025-09-20,Absent,,2025-08-03 00:00:00
ATT002083,STU000095,Sandra Scott,SEC000065,MUS336,2025-01-05,Excused,,2025-01-07 00:00:00
ATT002084,STU000270,William Young,SEC000348,PSYC342,2024-07-26,Excused,,2025-09-06 00:00:00
ATT002085,STU000134,Kevin Moore,SEC000244,PSYC373,2024-03-05,Present,,2024-12-08 00:00:00
ATT002086,STU000928,Donna Flores,SEC000247,ECON545,2025-07-04,Absent,,2024-12-04 00:00:00
ATT002087,STU000090,Jennifer Ramirez,SEC000135,PHYS473,2024-06-30,Late,,2025-03-06 00:00:00
ATT002088,STU000935,Jennifer Lee,SEC000052,MUS318,2025-02-14,Excused,,2025-01-19 00:00:00
ATT002089,STU000665,Richard Lopez,SEC000053,CHEM531,2025-09-25,Absent,Family emergency,2025-11-20 00:00:00
ATT002090,STU000854,Barbara Wright,SEC000296,PSYC408,2025-09-20,Absent,,2025-12-19 00:00:00
ATT002091,STU000518,Brian Ramirez,SEC000342,MUS318,2024-02-21,Absent,Sick,2025-03-05 00:00:00
ATT002092,STU000053,Betty Johnson,SEC000227,NURS287,2024-05-15,Absent,,2024-06-10 00:00:00
ATT002093,STU000820,Christopher Ramirez,SEC000016,ECON554,2025-02-11,Excused,,2025-01-19 00:00:00
ATT002094,STU000679,Michelle Thompson,SEC000100,NURS155,2024-06-07,Late,,2024-08-10 00:00:00
ATT002095,STU000015,Paul Garcia,SEC000329,CHEM329,2024-03-20,Present,,2024-04-07 00:00:00
ATT002096,STU000512,Nancy Wright,SEC000146,ENG238,2024-09-01,Present,,2024-05-14 00:00:00
ATT002097,STU000836,Ronald Young,SEC000263,CHEM248,2024-09-10,Present,,2025-07-23 00:00:00
ATT002098,STU000254,Thomas Thomas,SEC000228,ART482,2025-06-09,Present,Family emergency,2024-12-05 00:00:00
ATT002099,STU000088,George Walker,SEC000293,EDUC384,2024-04-13,Excused,,2024-01-11 00:00:00
ATT002100,STU000896,Michael Hill,SEC000255,CHEM241,2024-11-21,Present,,2024-01-05 00:00:00
ATT002101,STU000290,Laura Torres,SEC000099,CS267,2025-04-15,Present,,2024-04-11 00:00:00
ATT002102,STU000875,Michael Scott,SEC000002,MUS336,2025-01-30,Present,,2024-09-23 00:00:00
ATT002103,STU000045,Joshua Williams,SEC000048,MATH455,2024-04-19,Present,Family emergency,2025-09-22 00:00:00
ATT002104,STU000706,James Anderson,SEC000339,PHYS261,2025-12-24,Absent,Sick,2024-02-03 00:00:00
ATT002105,STU000934,Edward Torres,SEC000260,CHEM148,2025-08-09,Present,,2024-01-31 00:00:00
ATT002106,STU000242,Dorothy Anderson,SEC000389,NURS389,2024-08-29,Absent,,2025-10-12 00:00:00
ATT002107,STU000073,Christopher Davis,SEC000160,HIST307,2024-12-16,Absent,Family emergency,2025-11-12 00:00:00
ATT002108,STU000004,Brian Anderson,SEC000327,PHYS261,2024-06-24,Excused,Family emergency,2024-02-20 00:00:00
ATT002109,STU000616,Sharon Garcia,SEC000183,ECON360,2024-07-02,Late,Family emergency,2025-12-24 00:00:00
ATT002110,STU000637,Dorothy Davis,SEC000226,BUS526,2024-07-06,Present,Sick,2024-08-17 00:00:00
ATT002111,STU000589,Helen Sanchez,SEC000246,EDUC334,2025-07-13,Excused,Family emergency,2025-07-03 00:00:00
ATT002112,STU000270,William Young,SEC000372,ART504,2025-07-01,Absent,,2025-03-24 00:00:00
ATT002113,STU000676,Susan Johnson,SEC000151,ECON400,2024-06-11,Present,Sick,2025-06-18 00:00:00
ATT002114,STU000866,Jessica Flores,SEC000336,CHEM241,2025-11-17,Excused,,2025-01-29 00:00:00
ATT002115,STU000789,Nancy Gonzalez,SEC000041,EDUC375,2025-07-20,Present,Sick,2024-05-19 00:00:00
ATT002116,STU000425,Dorothy Sanchez,SEC000276,CS384,2025-12-12,Present,,2024-04-24 00:00:00
ATT002117,STU000126,Karen Taylor,SEC000161,PSYC215,2025-10-07,Absent,Sick,2024-10-31 00:00:00
ATT002118,STU000871,Laura Young,SEC000093,EDUC375,2024-02-10,Present,,2025-06-07 00:00:00
ATT002119,STU000954,Jennifer Wilson,SEC000115,BUS307,2025-05-27,Present,,2024-10-08 00:00:00
ATT002120,STU000986,Carol Miller,SEC000300,CHEM347,2024-08-11,Absent,,2024-04-23 00:00:00
ATT002121,STU000893,Ronald Jackson,SEC000385,ECON143,2025-08-10,Present,Sick,2025-02-02 00:00:00
ATT002122,STU000115,Sandra Martin,SEC000014,BUS287,2024-04-15,Present,,2024-09-12 00:00:00
ATT002123,STU000001,Kevin Davis,SEC000088,EDUC545,2024-11-03,Present,Sick,2024-06-27 00:00:00
ATT002124,STU000558,James White,SEC000309,CS482,2025-03-27,Present,,2025-02-15 00:00:00
ATT002125,STU000131,Jennifer Sanchez,SEC000299,BUS307,2025-03-05,Late,,2024-01-02 00:00:00
ATT002126,STU000278,Kenneth Johnson,SEC000212,HIST546,2024-03-10,Excused,,2025-08-13 00:00:00
ATT002127,STU000154,Sarah Lee,SEC000032,BIO111,2025-08-02,Excused,Sick,2025-06-19 00:00:00
ATT002128,STU000995,Helen Smith,SEC000277,HIST307,2024-12-20,Absent,Sick,2024-03-03 00:00:00
ATT002129,STU000900,Michael Wright,SEC000390,ECON225,2024-10-11,Present,,2025-01-18 00:00:00
ATT002130,STU000276,Deborah Miller,SEC000330,CS198,2025-07-02,Present,Sick,2025-10-22 00:00:00
ATT002131,STU000981,William Smith,SEC000118,MUS520,2024-08-22,Present,,2024-07-27 00:00:00
ATT002132,STU000142,Michael Smith,SEC000143,PHYS329,2024-06-11,Present,Sick,2025-12-30 00:00:00
ATT002133,STU000963,Nancy Taylor,SEC000235,ENG247,2024-07-22,Present,,2024-12-30 00:00:00
ATT002134,STU000713,Mary Johnson,SEC000336,CHEM241,2025-05-05,Absent,Family emergency,2024-05-15 00:00:00
ATT002135,STU000350,Ronald Anderson,SEC000356,ECON536,2024-09-05,Present,Family emergency,2024-08-05 00:00:00
ATT002136,STU000670,Kenneth Lewis,SEC000210,MUS295,2025-01-19,Present,,2025-08-31 00:00:00
ATT002137,STU000260,Michael Taylor,SEC000246,EDUC334,2024-12-03,Excused,Sick,2024-08-09 00:00:00
ATT002138,STU000790,Ronald Torres,SEC000265,PSYC408,2024-06-03,Present,,2024-03-18 00:00:00
ATT002139,STU000993,Ronald Lewis,SEC000105,BIO410,2024-12-30,Absent,,2024-09-22 00:00:00
ATT002140,STU000141,Andrew Williams,SEC000380,CHEM347,2025-05-22,Present,Family emergency,2025-12-21 00:00:00
ATT002141,STU000944,Matthew Johnson,SEC000107,ENG247,2025-06-20,Absent,Family emergency,2025-01-30 00:00:00
ATT002142,STU000458,Christopher Thompson,SEC000357,ENG148,2025-10-21,Present,,2024-06-02 00:00:00
ATT002143,STU000988,Matthew Davis,SEC000163,BUS392,2024-02-04,Late,,2025-03-26 00:00:00
ATT002144,STU000316,Donna Brown,SEC000325,NURS238,2025-06-14,Present,Family emergency,2025-06-10 00:00:00
ATT002145,STU000185,Jennifer Wright,SEC000052,MUS318,2024-09-11,Excused,,2024-10-23 00:00:00
ATT002146,STU000785,Kimberly Thomas,SEC000197,PHYS329,2025-07-16,Excused,,2025-05-12 00:00:00
ATT002147,STU000007,Jason Ramirez,SEC000310,ENG247,2024-03-25,Late,,2025-03-28 00:00:00
ATT002148,STU000660,Donald Hernandez,SEC000181,MUS278,2025-04-28,Absent,Sick,2024-10-01 00:00:00
ATT002149,STU000096,William Scott,SEC000334,PHYS424,2024-04-26,Absent,,2025-07-02 00:00:00
ATT002150,STU000296,Daniel Hernandez,SEC000092,NURS238,2025-09-30,Present,Family emergency,2025-04-28 00:00:00
ATT002151,STU000467,Anthony Perez,SEC000113,BIO111,2025-11-18,Present,,2025-05-13 00:00:00
ATT002152,STU000978,Betty Garcia,SEC000097,EDUC384,2025-04-12,Present,,2024-11-13 00:00:00
ATT002153,STU000525,Sandra Allen,SEC000009,ECON277,2025-07-12,Present,,2024-10-19 00:00:00
ATT002154,STU000689,Elizabeth Nguyen,SEC000365,PHYS462,2024-06-14,Present,,2025-08-24 00:00:00
ATT002155,STU000828,Kenneth Jones,SEC000205,PSYC266,2024-08-03,Present,Sick,2025-11-09 00:00:00
ATT002156,STU000776,Donna Hill,SEC000379,CHEM148,2024-01-04,Present,,2025-09-29 00:00:00
