student_id,first_name,last_name,email,phone,date_of_birth,enrollment_date,major,year_level,gpa,status,address,city,state,zip_code,emergency_contact,emergency_phone
STU000284,Richard,White,richard.white@university.edu,+13599752405,1996-04-05,2020-08-11,History,Graduate,3.85,Active,325 Pine St,Franklin,FL,71759,Mary Perez,+14149579814
STU000285,Susan,Wilson,susan.wilson@university.edu,+17597355237,2001-02-25,2025-06-01,Marketing,Sophomore,3.39,Graduated,401 Elm St,Franklin,NY,17878,Christopher Gonzalez,+19138325444
STU000286,Patricia,Robinson,patricia.robinson@university.edu,+18702082091,1999-05-11,2023-01-16,Political Science,Freshman,2.04,Graduated,6432 Oak Dr,Bristol,PA,23055,Betty Lee,+16968119709
STU000287,Jennifer,Lopez,jennifer.lopez@university.edu,+14037128503,2001-04-15,2020-03-29,Business Administration,Sophomore,3.84,Active,5565 Elm Dr,Madison,CA,55453,Sarah Thompson,+15638405953
STU000288,Jessica,Allen,jessica.allen@university.edu,+14822635221,2004-11-08,2024-05-04,Computer Science,Graduate,3.9,Active,2585 Pine Dr,Madison,CA,60096,Carol Flores,+18409024726
STU000289,Mark,Thomas,mark.thomas@university.edu,+17863567987,2005-11-19,2023-07-03,Marketing,Junior,2.9,Active,3487 Oak Ave,Madison,TX,78656,Jacob Rodriguez,+16409883378
STU000290,Laura,Torres,laura.torres@university.edu,+13615252111,2001-04-01,2025-12-23,Psychology,Sophomore,2.64,Active,583 Pine Dr,Georgetown,TX,68065,Deborah Moore,+13559974079
STU000291,Michael,Rodriguez,michael.rodriguez@university.edu,+13892265372,2001-10-16,2022-08-03,Marketing,Sophomore,2.46,Active,5986 Main Dr,Madison,IL,89260,Steven White,+13885969051
STU000292,Steven,Rodriguez,steven.rodriguez@university.edu,+13673974707,1995-05-13,2024-07-31,Computer Science,Junior,3.9,Active,3423 Oak St,Madison,FL,90879,Donna Lee,+16684528005
STU000293,Betty,Williams,betty.williams@university.edu,+18229527232,2003-01-28,2023-07-05,Art,Graduate,3.88,Inactive,9828 Maple St,Bristol,CA,69193,Sandra Williams,+14517319812
STU000294,Betty,Williams,betty.williams@university.edu,+17715969456,2003-08-01,2020-07-20,English Literature,Junior,2.88,Active,4784 Elm Ave,Georgetown,TX,90364,Jacob Brown,+19067293330
STU000295,Sandra,Lewis,sandra.lewis@university.edu,+12929399202,1996-04-08,2022-01-06,Communications,Graduate,2.27,Active,5399 Elm St,Madison,FL,87373,Betty Gonzalez,+16652925097
STU000296,Daniel,Hernandez,daniel.hernandez@university.edu,+19359503024,1996-01-09,2021-04-12,Philosophy,Junior,2.17,Graduated,6392 Maple Ave,Georgetown,IL,59886,John Hernandez,+15437793459
STU000297,David,Martinez,david.martinez@university.edu,+13839871840,1999-09-15,2023-06-15,Physics,Senior,2.58,Active,2026 Oak Ave,Springfield,IL,43175,James Robinson,+17097109904
STU000298,Lisa,Smith,lisa.smith@university.edu,+18227054897,1997-06-07,2025-05-02,Philosophy,Senior,2.88,Inactive,9932 Main Ave,Bristol,TX,91233,Kevin Scott,+14122504028
STU000299,Elizabeth,Brown,elizabeth.brown@university.edu,+18685571601,1996-08-18,2020-05-12,Communications,Graduate,2.6,Active,903 Main Dr,Madison,NY,98092,Christopher Flores,+18769083906
STU000300,Sandra,Nguyen,sandra.nguyen@university.edu,+15682362525,2003-08-14,2023-05-10,Economics,Junior,3.8,Active,7101 Maple St,Franklin,FL,27635,Linda Moore,+15377397779
STU000301,Carol,Wilson,carol.wilson@university.edu,+19124141953,1996-03-23,2025-12-06,Engineering,Senior,3.45,Inactive,4805 Elm Blvd,Franklin,IL,85385,Michelle Thompson,+13328299132
STU000302,Carol,Young,carol.young@university.edu,+17043844812,2002-12-12,2023-04-04,English Literature,Freshman,2.24,Active,2032 Oak Dr,Georgetown,CA,53750,Matthew Scott,+18524171185
STU000303,Kevin,Gonzalez,kevin.gonzalez@university.edu,+19064885168,2003-11-11,2020-10-04,Physics,Junior,3.01,Active,200 Main Blvd,Franklin,FL,84569,Michelle Johnson,+13793986415
STU000304,Nancy,Perez,nancy.perez@university.edu,+18886908774,2003-12-10,2020-05-25,Biology,Senior,2.31,Active,8897 Pine Dr,Georgetown,PA,17342,Nancy King,+15067786169
STU000305,Ruth,Wright,ruth.wright@university.edu,+12194136434,2003-12-19,2023-12-19,Engineering,Sophomore,2.56,Active,5656 Elm Ave,Bristol,IL,61061,Barbara Hill,+13199696050
STU000306,Kimberly,Lee,kimberly.lee@university.edu,+19262325448,1999-08-23,2020-12-21,Sociology,Sophomore,2.74,Active,3641 Maple Blvd,Madison,CA,59049,Jason Williams,+19964062517
STU000307,Donald,Allen,donald.allen@university.edu,+12256949192,1996-09-23,2022-02-18,Economics,Senior,3.46,Inactive,5184 Pine Ave,Springfield,OH,77652,Sarah Rodriguez,+14109411598
STU000308,Sandra,Harris,sandra.harris@university.edu,+19307342897,1995-01-17,2023-06-27,Business Administration,Graduate,3.74,Active,7749 Main St,Bristol,OH,96374,Deborah Martin,+12237916114
STU000309,Kevin,Wilson,kevin.wilson@university.edu,+15284054154,1998-03-19,2023-02-07,Education,Junior,3.55,Graduated,2027 Pine Ave,Madison,TX,25002,James Flores,+17737262677
STU000310,Susan,Wright,susan.wright@university.edu,+15587626218,1998-01-15,2021-08-02,Physics,Graduate,2.49,Active,5201 Maple Blvd,Bristol,FL,16648,William Johnson,+16828911826
STU000311,Michael,Harris,michael.harris@university.edu,+12552887987,1999-05-25,2022-01-03,Marketing,Graduate,3.26,Graduated,7404 Maple Blvd,Franklin,TX,35971,Kimberly Wright,+12809738629
STU000312,Joshua,Rodriguez,joshua.rodriguez@university.edu,+12959158672,1996-02-03,2025-02-09,Physics,Senior,2.94,Active,2454 Maple Blvd,Franklin,FL,34032,George Perez,+15326648987
STU000313,Mary,Jones,mary.jones@university.edu,+16863156758,2000-05-14,2025-03-04,Mathematics,Junior,3.54,Inactive,9515 Oak St,Georgetown,OH,24022,Daniel Scott,+18652725949
STU000314,Andrew,Robinson,andrew.robinson@university.edu,+16108047773,1997-09-04,2022-09-25,Education,Sophomore,3.95,Active,1182 Pine Ave,Bristol,FL,67062,Joshua Perez,+17579104869
STU000315,Barbara,Jones,barbara.jones@university.edu,+19579288972,1996-04-13,2025-03-11,Economics,Graduate,2.2,Active,2986 Pine Dr,Springfield,IL,24253,Sarah Hill,+19895886364
STU000316,Donna,Brown,donna.brown@university.edu,+12924223276,2004-12-13,2020-01-01,Biology,Sophomore,2.91,Active,6489 Maple Dr,Madison,NY,99327,Ryan Lee,+15067835989
STU000317,Jacob,Ramirez,jacob.ramirez@university.edu,+19355522462,2001-07-14,2020-02-03,Marketing,Graduate,2.81,Active,4919 Main Blvd,Bristol,CA,10110,Kimberly Scott,+15673125623
STU000318,Karen,Johnson,karen.johnson@university.edu,+14406427459,2002-01-04,2023-07-27,Art,Senior,2.76,Inactive,3560 Oak Dr,Madison,NY,82800,Anthony White,+16273575726
STU000319,Karen,Rodriguez,karen.rodriguez@university.edu,+13372112175,2002-04-09,2020-03-05,Biology,Senior,3.32,Active,1487 Oak Dr,Georgetown,OH,89223,Helen Ramirez,+18383848444
STU000320,Paul,Ramirez,paul.ramirez@university.edu,+17656607303,1998-12-26,2022-07-13,Mathematics,Senior,3.21,Inactive,8261 Oak Blvd,Georgetown,IL,85543,Lisa Williams,+12387818917
STU000321,Kimberly,White,kimberly.white@university.edu,+13157948889,2005-10-14,2020-11-23,Biology,Graduate,3.97,Active,7717 Maple St,Bristol,IL,21592,Jessica Walker,+18459592279
STU000322,Sarah,Wright,sarah.wright@university.edu,+17935191864,2005-02-18,2023-11-08,Education,Freshman,2.94,Inactive,7787 Maple Blvd,Georgetown,TX,48616,Christopher Hernandez,+12369115981
STU000323,Timothy,Torres,timothy.torres@university.edu,+14662628752,2001-06-26,2021-11-23,Communications,Freshman,3.31,Active,547 Pine Dr,Springfield,NY,76269,Robert Moore,+14583355603
STU000324,Sarah,Taylor,sarah.taylor@university.edu,+12149592827,2001-10-09,2021-12-16,Communications,Sophomore,3.32,Active,2973 Pine Ave,Georgetown,NY,79125,Karen Williams,+15512863376
STU000325,Kenneth,Martinez,kenneth.martinez@university.edu,+17079707765,2003-08-22,2024-04-18,History,Senior,3.45,Active,3554 Maple Blvd,Springfield,PA,44654,Ronald Davis,+12533718602
STU000326,Betty,Walker,betty.walker@university.edu,+15086879724,1997-08-15,2024-04-04,Art,Senior,2.53,Inactive,7222 Main Blvd,Georgetown,FL,98931,Daniel King,+18992422595
STU000327,Jacob,Wright,jacob.wright@university.edu,+18525628074,2001-11-05,2023-01-21,Economics,Junior,2.53,Active,4283 Maple Dr,Georgetown,OH,98511,Deborah Thomas,+19518884193
STU000328,Carol,Perez,carol.perez@university.edu,+18939063947,1998-07-07,2020-02-13,Computer Science,Freshman,2.02,Active,8705 Main Dr,Franklin,NY,47132,Thomas Gonzalez,+12342242506
STU000329,Patricia,Hill,patricia.hill@university.edu,+18724222995,2002-12-10,2021-05-06,Engineering,Graduate,2.26,Graduated,9374 Oak St,Madison,TX,48609,Sandra Jones,+18546645528
STU000330,Dorothy,Ramirez,dorothy.ramirez@university.edu,+19088836298,1997-11-20,2021-10-25,Engineering,Junior,3.55,Active,6466 Pine St,Franklin,OH,44690,Barbara Lewis,+12717034287
STU000331,Michelle,Sanchez,michelle.sanchez@university.edu,+13828609061,1996-03-20,2021-08-12,Education,Senior,2.44,Graduated,1840 Elm Blvd,Springfield,CA,19557,Robert Torres,+19454568305
STU000332,Mary,Young,mary.young@university.edu,+13528681014,2005-06-18,2020-06-03,Art,Junior,2.3,Active,6511 Maple St,Bristol,PA,74314,Steven Ramirez,+16139452148
STU000333,Andrew,Anderson,andrew.anderson@university.edu,+12035938898,1996-05-11,2024-01-10,Economics,Junior,2.8,Graduated,1585 Pine Blvd,Springfield,OH,70245,Ronald Jackson,+18634073893
STU000334,Ruth,Williams,ruth.williams@university.edu,+15938764129,1998-05-09,2024-05-16,Psychology,Junior,2.97,Graduated,7275 Oak Ave,Springfield,NY,13324,Timothy Nguyen,+14447007369
STU000335,Robert,Wright,robert.wright@university.edu,+18585159186,2000-12-27,2025-01-14,Computer Science,Freshman,2.68,Active,801 Elm St,Madison,OH,95701,Brian King,+16698949791
STU000336,Elizabeth,Nguyen,elizabeth.nguyen@university.edu,+14382731604,2003-04-01,2021-08-02,Sociology,Freshman,2.94,Inactive,850 Oak Ave,Springfield,NY,92924,Patricia Martin,+12996673796
STU000337,Nancy,Nguyen,nancy.nguyen@university.edu,+12653082870,2000-07-29,2022-06-22,Engineering,Sophomore,2.85,Graduated,6686 Pine St,Bristol,IL,28000,Daniel Wilson,+19822463841
STU000338,Nancy,Jones,nancy.jones@university.edu,+13234803314,2003-06-30,2024-08-27,Mathematics,Junior,3.11,Active,4091 Maple St,Madison,CA,92863,Michelle Harris,+19963611256
STU000339,Ryan,Young,ryan.young@university.edu,+12822061118,1997-01-04,2020-12-31,Communications,Junior,2.83,Active,2179 Oak Ave,Franklin,IL,69037,Mark Thomas,+13788251616
STU000340,Kenneth,Lopez,kenneth.lopez@university.edu,+19347112442,2002-01-12,2023-05-18,Political Science,Senior,2.01,Active,3244 Main St,Bristol,TX,80742,Paul Anderson,+16759884409
STU000341,Sarah,Brown,sarah.brown@university.edu,+13983153444,2002-09-07,2025-04-27,Sociology,Sophomore,2.32,Active,985 Pine Blvd,Madison,FL,42949,Nancy Flores,+19766641709
STU000342,Michael,Brown,michael.brown@university.edu,+17503803589,2003-10-23,2020-04-29,Sociology,Graduate,2.23,Active,7387 Maple Blvd,Georgetown,NY,98716,Betty Lee,+14359972804
STU000343,Daniel,Anderson,daniel.anderson@university.edu,+13004427759,2004-10-03,2022-03-30,Art,Sophomore,2.15,Inactive,8036 Main Dr,Madison,NY,89879,Sandra Lopez,+15965823234
STU000344,Sandra,Gonzalez,sandra.gonzalez@university.edu,+18475675418,1997-04-08,2023-10-07,Biology,Freshman,3.38,Active,4697 Oak St,Georgetown,FL,64817,David Perez,+14255023568
STU000345,Jason,Flores,jason.flores@university.edu,+13747914763,1995-12-21,2024-08-13,Nursing,Senior,3.72,Active,9792 Elm Dr,Franklin,CA,66113,Deborah Thomas,+14535358114
STU000346,Sharon,Anderson,sharon.anderson@university.edu,+18053521083,1999-09-08,2020-06-30,Business Administration,Senior,3.47,Inactive,650 Elm Dr,Georgetown,OH,22844,Donald Young,+14462851203
STU000347,George,Clark,george.clark@university.edu,+14233356872,1998-04-26,2022-09-06,Engineering,Freshman,2.96,Active,2750 Elm St,Georgetown,FL,28169,Karen Sanchez,+13895798607
STU000348,Kimberly,Smith,kimberly.smith@university.edu,+18422727305,2005-01-07,2023-09-25,Nursing,Freshman,2.59,Active,8987 Maple Ave,Springfield,IL,54000,Deborah Brown,+17278906963
STU000349,Ryan,Brown,ryan.brown@university.edu,+13135926989,2000-03-21,2020-06-16,Political Science,Junior,2.35,Inactive,1197 Maple Ave,Madison,TX,41278,Andrew Davis,+18646894437
STU000350,Ronald,Anderson,ronald.anderson@university.edu,+15285615380,2000-08-24,2024-09-28,Chemistry,Freshman,2.13,Active,7512 Elm St,Georgetown,PA,79717,Sarah Wright,+14996627031
STU000351,Lisa,Jones,lisa.jones@university.edu,+13926682430,1995-11-25,2024-05-19,Mathematics,Junior,3.92,Active,1891 Oak Blvd,Springfield,PA,29392,Donna Martinez,+14097331371
STU000352,Christopher,Clark,christopher.clark@university.edu,+18987543163,2000-04-25,2023-11-21,Music,Senior,3.48,Active,4876 Oak St,Springfield,OH,40451,Nancy King,+18605437745
STU000353,Sharon,Perez,sharon.perez@university.edu,+18718616346,2000-06-14,2025-12-11,Education,Senior,2.92,Inactive,2261 Pine Ave,Franklin,NY,73470,Lisa Jackson,+19882483430
STU000354,Matthew,Jackson,matthew.jackson@university.edu,+16663703634,2002-12-25,2023-03-14,Mathematics,Sophomore,3.68,Graduated,2614 Oak Ave,Springfield,CA,51500,Joshua Rodriguez,+16514667056
STU000355,Barbara,Wilson,barbara.wilson@university.edu,+17759241568,2002-06-19,2023-07-22,Political Science,Sophomore,2.75,Inactive,2763 Maple Blvd,Springfield,CA,63026,Helen Young,+19863488504
STU000356,Helen,Lee,helen.lee@university.edu,+13592049948,2005-12-10,2025-09-09,Economics,Junior,2.95,Active,9499 Oak Dr,Franklin,PA,24721,Timothy Walker,+12413422914
STU000357,Karen,Johnson,karen.johnson@university.edu,+16118324610,2000-01-01,2024-01-03,Engineering,Junior,2.11,Graduated,3297 Maple Ave,Franklin,NY,12955,Jennifer Wright,+16568932431
STU000358,Paul,Sanchez,paul.sanchez@university.edu,+13997026206,2001-10-06,2025-09-26,Business Administration,Junior,2.8,Graduated,7106 Pine Dr,Franklin,CA,47309,Matthew Thompson,+15156562435
STU000359,Susan,Lewis,susan.lewis@university.edu,+19596258249,1998-03-28,2021-11-01,Music,Senior,2.28,Inactive,9896 Main Ave,Madison,TX,72208,Karen King,+15432677156
STU000360,Jennifer,Smith,jennifer.smith@university.edu,+16198545478,1999-08-25,2021-12-17,Education,Senior,3.42,Active,3364 Oak Dr,Franklin,IL,74302,John Martin,+17995119095
STU000361,Ruth,Robinson,ruth.robinson@university.edu,+14292271040,1996-09-22,2022-12-11,Physics,Senior,2.25,Graduated,4813 Elm Ave,Georgetown,PA,94513,Jessica Johnson,+13229835541
STU000362,Donna,Jones,donna.jones@university.edu,+18139636927,2001-07-08,2025-05-22,Communications,Senior,3.74,Graduated,7899 Main Blvd,Bristol,PA,85400,Mary Taylor,+13667951958
STU000363,Elizabeth,Lee,elizabeth.lee@university.edu,+16729093219,1999-01-03,2021-10-30,Business Administration,Junior,2.72,Graduated,5932 Main Blvd,Franklin,IL,93747,Helen Jones,+17263984002
STU000364,Ronald,Miller,ronald.miller@university.edu,+18139703738,2001-02-05,2023-08-14,Economics,Junior,2.54,Graduated,6039 Main Blvd,Madison,CA,27950,Carol Jackson,+15819978944
STU000365,Mark,Perez,mark.perez@university.edu,+13663044569,1996-09-25,2025-08-23,History,Sophomore,3.59,Inactive,8712 Maple St,Georgetown,FL,20013,Linda Rodriguez,+12176916705
STU000366,Karen,White,karen.white@university.edu,+13426529570,2003-07-25,2023-11-02,Mathematics,Junior,2.06,Active,3743 Oak Ave,Madison,TX,26429,Susan Rodriguez,+12806352830
STU000367,Robert,Johnson,robert.johnson@university.edu,+19936958065,1995-06-24,2022-03-15,Psychology,Freshman,3.59,Inactive,9818 Main Dr,Springfield,TX,15672,Robert Martin,+18832102581
STU000368,Jason,Davis,jason.davis@university.edu,+18164104277,1997-01-26,2023-12-10,Computer Science,Freshman,2.29,Graduated,4644 Maple Blvd,Franklin,NY,75619,Dorothy Flores,+14477172119
STU000369,Michael,Nguyen,michael.nguyen@university.edu,+19812149664,1997-06-07,2022-02-23,Physics,Sophomore,3.8,Inactive,170 Main Ave,Bristol,OH,72221,Lisa Nguyen,+13896502758
STU000370,Barbara,Thompson,barbara.thompson@university.edu,+15886344510,2000-10-07,2022-07-21,Music,Freshman,3.52,Active,2125 Elm St,Bristol,NY,74987,Ronald White,+19214951665
STU000371,Jennifer,Lee,jennifer.lee@university.edu,+17053187304,1998-03-07,2025-02-14,Marketing,Junior,3.37,Active,3800 Maple Dr,Franklin,OH,66093,Richard Jones,+16878957020
STU000372,Barbara,Smith,barbara.smith@university.edu,+18907032723,1999-06-12,2024-11-29,Nursing,Freshman,2.24,Active,6663 Maple St,Madison,CA,57672,Richard Perez,+14058097623
STU000373,Linda,Anderson,linda.anderson@university.edu,+16349429177,1998-02-14,2023-01-23,Art,Junior,2.95,Inactive,6726 Elm Blvd,Madison,OH,69589,Michael Davis,+14567019147
STU000374,Joseph,Rodriguez,joseph.rodriguez@university.edu,+12303011865,2004-04-23,2020-10-06,Sociology,Freshman,3.94,Active,5456 Oak Blvd,Bristol,IL,22626,Ronald Jones,+18769699518
STU000375,Dorothy,Young,dorothy.young@university.edu,+16774065809,2002-06-04,2025-08-01,Sociology,Graduate,2.52,Active,8956 Maple St,Springfield,FL,25615,Anthony Lewis,+15225858250
STU000376,Sandra,Williams,sandra.williams@university.edu,+12333815965,2004-12-02,2021-11-03,Sociology,Senior,2.27,Graduated,6474 Elm St,Bristol,PA,74297,Brian Scott,+19017528697
STU000377,Steven,Scott,steven.scott@university.edu,+13607181913,1999-05-23,2022-12-14,Sociology,Graduate,3.94,Inactive,5879 Pine Blvd,Springfield,CA,87393,John Rodriguez,+15755571440
STU000378,Ronald,Perez,ronald.perez@university.edu,+15892998014,1998-11-14,2024-01-03,Music,Junior,2.11,Active,4156 Oak Blvd,Bristol,CA,18585,Karen Martin,+13175453781
STU000379,Mary,Wright,mary.wright@university.edu,+15332388551,2002-05-18,2024-09-26,Communications,Graduate,3.8,Active,434 Elm St,Franklin,FL,84757,Anthony Lee,+17863009001
STU000380,Michael,Wilson,michael.wilson@university.edu,+15447089237,2004-02-06,2023-10-22,Mathematics,Graduate,2.6,Active,3405 Elm St,Bristol,NY,47664,Thomas Brown,+15047877586
STU000381,Lisa,Anderson,lisa.anderson@university.edu,+18399602506,2003-01-18,2021-01-23,Communications,Junior,2.55,Inactive,8800 Elm Dr,Madison,TX,20048,Laura Martin,+17165078092
STU000382,Brian,Wright,brian.wright@university.edu,+15204047788,1999-07-06,2022-10-26,Marketing,Graduate,2.91,Inactive,3058 Main Ave,Bristol,FL,37912,Brian Robinson,+14748539728
STU000383,Lisa,Flores,lisa.flores@university.edu,+19876441981,2000-11-09,2022-04-01,Political Science,Senior,2.3,Active,5019 Elm Dr,Franklin,OH,18444,Kevin Wilson,+16224735702
STU000384,Laura,Hernandez,laura.hernandez@university.edu,+14629034868,1999-07-21,2022-09-03,Psychology,Sophomore,2.38,Active,5187 Elm Dr,Bristol,FL,65314,Laura Williams,+14063635468
STU000385,William,Johnson,william.johnson@university.edu,+14644843883,2002-03-24,2020-06-21,Sociology,Freshman,2.11,Active,5243 Maple Blvd,Springfield,FL,57636,Brian Garcia,+16069413302
STU000386,Jessica,Davis,jessica.davis@university.edu,+17849529196,2005-06-18,2021-05-09,Nursing,Graduate,3.9,Inactive,4225 Elm St,Madison,IL,26027,Dorothy Lee,+15377987388
STU000387,Lisa,Thomas,lisa.thomas@university.edu,+16334233363,1996-03-13,2021-12-18,English Literature,Junior,2.88,Active,9758 Main Dr,Bristol,TX,24806,Daniel Wright,+16336865036
STU000388,Sarah,Martinez,sarah.martinez@university.edu,+15716867025,2004-03-18,2023-06-16,Computer Science,Graduate,2.07,Graduated,995 Oak Blvd,Bristol,FL,50536,Kevin White,+19013249763
STU000389,Karen,Thomas,karen.thomas@university.edu,+16535971128,2005-03-15,2024-05-28,Chemistry,Junior,2.18,Active,4972 Oak Ave,Georgetown,PA,51573,Ryan Clark,+12344802312
STU000390,Edward,Young,edward.young@university.edu,+16829547765,2005-05-22,2023-09-24,Music,Freshman,3.65,Graduated,4375 Maple St,Franklin,FL,88920,Timothy Scott,+19555348426
STU000391,George,Johnson,george.johnson@university.edu,+19802534010,2002-01-25,2024-12-21,Biology,Freshman,2.8,Graduated,5106 Pine St,Springfield,NY,42716,Carol Rodriguez,+18089027722
STU000392,Jason,Lee,jason.lee@university.edu,+16626893187,1997-12-03,2021-12-11,Communications,Junior,3.6,Active,1482 Elm Blvd,Madison,FL,59456,Nancy Torres,+14292211376
STU000393,Helen,Scott,helen.scott@university.edu,+18628264747,2005-03-03,2020-12-30,Philosophy,Sophomore,2.52,Active,915 Elm Dr,Bristol,TX,29562,Jennifer White,+13747802922
STU000394,James,King,james.king@university.edu,+16459918433,2004-04-11,2025-07-17,Psychology,Sophomore,3.43,Active,4461 Pine Dr,Georgetown,NY,66532,Jeffrey Wilson,+18144205636
STU000395,Timothy,Gonzalez,timothy.gonzalez@university.edu,+16283847693,2003-11-20,2021-08-20,Computer Science,Junior,3.95,Active,7488 Oak Blvd,Bristol,PA,94834,Sandra Garcia,+12106803182
STU000396,Karen,Lee,karen.lee@university.edu,+19096074476,2002-12-31,2024-04-19,Music,Graduate,2.51,Active,9225 Main St,Franklin,NY,71726,Jacob Thompson,+18208861745
STU000397,James,Taylor,james.taylor@university.edu,+17168347241,1998-05-24,2024-06-04,Political Science,Sophomore,3.94,Inactive,773 Maple Ave,Franklin,NY,76027,Donna Perez,+16793352468
STU000398,Daniel,King,daniel.king@university.edu,+16433455266,1996-04-23,2023-07-07,Business Administration,Sophomore,3.0,Active,6007 Elm Blvd,Franklin,IL,44571,Carol Lee,+16463686169
STU000399,Deborah,Young,deborah.young@university.edu,+19823548208,1995-08-06,2022-02-12,Biology,Freshman,2.46,Active,7804 Pine Ave,Georgetown,FL,25207,Betty Young,+12416526841
STU000400,Kimberly,Scott,kimberly.scott@university.edu,+16966689077,1996-04-05,2021-08-29,Psychology,Junior,2.19,Active,3059 Oak Blvd,Bristol,PA,86765,Susan Nguyen,+12047383958
STU000401,Mark,Jones,mark.jones@university.edu,+14529869161,2002-08-04,2021-01-21,Economics,Freshman,2.57,Graduated,2098 Elm Blvd,Bristol,CA,52406,Elizabeth Johnson,+12836718861
STU000402,Sandra,Moore,sandra.moore@university.edu,+18088731095,1998-09-11,2020-06-28,Marketing,Senior,2.65,Graduated,9425 Oak Ave,Springfield,OH,94363,Christopher Lee,+12569612158
STU000403,Ruth,Hill,ruth.hill@university.edu,+15902947534,1997-11-11,2021-12-30,History,Senior,2.18,Active,2769 Elm Dr,Franklin,PA,95729,Elizabeth Davis,+15057028083
STU000404,Deborah,Martin,deborah.martin@university.edu,+19018173151,1999-01-10,2021-01-28,Political Science,Graduate,2.4,Active,6458 Elm Blvd,Bristol,IL,65452,Jennifer Ramirez,+15778284053
STU000405,Helen,Ramirez,helen.ramirez@university.edu,+12952419410,1998-10-31,2025-03-13,History,Sophomore,3.86,Inactive,8696 Main Blvd,Georgetown,FL,20378,Jacob Walker,+15073523093
STU000406,Sarah,Martin,sarah.martin@university.edu,+14547358007,1998-04-25,2020-07-14,Education,Freshman,3.83,Inactive,1863 Maple Dr,Georgetown,CA,70903,Brian Torres,+14595635175
STU000407,Sharon,Garcia,sharon.garcia@university.edu,+19877151266,1996-04-11,2025-03-10,Mathematics,Sophomore,3.69,Active,1464 Elm Blvd,Franklin,IL,69637,Ronald Lewis,+18384716592
STU000408,Jacob,Lopez,jacob.lopez@university.edu,+14163892281,2003-05-18,2022-11-28,Psychology,Senior,3.07,Active,6570 Main St,Madison,PA,72537,Sandra Sanchez,+18739628974
STU000409,Karen,Flores,karen.flores@university.edu,+18315697471,2004-01-09,2023-05-24,Engineering,Sophomore,2.27,Active,1933 Main Ave,Springfield,NY,73060,Laura Martinez,+18654478139
STU000410,Nancy,Wright,nancy.wright@university.edu,+13952885930,2003-08-19,2025-03-13,Biology,Senior,2.84,Active,2821 Oak Dr,Georgetown,FL,12572,Karen Lewis,+17994484298
STU000411,Christopher,Torres,christopher.torres@university.edu,+16012526469,1995-02-02,2021-02-24,Music,Senior,3.7,Graduated,9580 Maple Blvd,Springfield,FL,62386,Donna Allen,+18059428993
STU000412,Joseph,Brown,joseph.brown@university.edu,+17402197914,2001-06-18,2023-07-17,Education,Freshman,2.54,Graduated,6934 Elm St,Georgetown,IL,94696,Matthew Lewis,+19146461340
STU000413,David,Jackson,david.jackson@university.edu,+19433968688,1998-11-09,2024-11-29,History,Graduate,2.44,Graduated,5656 Maple Dr,Madison,TX,61166,Mark White,+16833654394
STU000414,Christopher,Garcia,christopher.garcia@university.edu,+18836943115,1996-12-10,2022-03-28,Mathematics,Graduate,2.98,Active,8189 Pine Ave,Madison,IL,16166,Mary Thompson,+14675653598
STU000415,Barbara,Allen,barbara.allen@university.edu,+12322656533,1999-10-30,2021-04-11,Marketing,Sophomore,2.24,Active,8068 Pine Blvd,Franklin,OH,16117,Dorothy Scott,+14733549444
STU000416,Kenneth,Miller,kenneth.miller@university.edu,+19232518173,2003-12-17,2025-02-15,Psychology,Freshman,3.56,Inactive,1769 Maple St,Bristol,CA,31895,Kevin Davis,+14105703572
STU000417,Timothy,Jackson,timothy.jackson@university.edu,+19256529288,2000-08-03,2021-02-10,Biology,Junior,2.67,Active,2114 Oak Dr,Georgetown,OH,10863,Jessica Walker,+15494939274
STU000418,David,Garcia,david.garcia@university.edu,+14725817799,1999-01-17,2022-10-02,Biology,Graduate,2.84,Active,2360 Elm Dr,Georgetown,FL,77653,Jason White,+12306533385
STU000419,Dorothy,Smith,dorothy.smith@university.edu,+19347292140,1995-12-14,2023-10-17,Economics,Senior,3.96,Active,7211 Main Dr,Springfield,PA,94078,Elizabeth Torres,+12598469516
STU000420,Christopher,Clark,christopher.clark@university.edu,+16118975986,2003-02-03,2023-07-08,Political Science,Freshman,3.65,Inactive,2506 Elm Dr,Madison,IL,91836,Jason Flores,+18676526656
STU000421,Ryan,Sanchez,ryan.sanchez@university.edu,+19944025940,1995-12-12,2020-05-31,Education,Junior,2.78,Graduated,2164 Maple Blvd,Madison,CA,77065,Ruth Martin,+17335483621
STU000422,Mary,Johnson,mary.johnson@university.edu,+17528065238,1997-09-15,2023-05-29,Music,Graduate,2.22,Active,6210 Pine Blvd,Springfield,CA,95322,Linda Lewis,+15057861085
STU000423,Sandra,Perez,sandra.perez@university.edu,+14419639737,2004-06-21,2022-08-15,Political Science,Junior,2.57,Graduated,9484 Oak Dr,Bristol,PA,42457,Michael Lee,+17287964154
STU000424,Edward,White,edward.white@university.edu,+16653003401,2002-12-24,2024-10-09,Music,Freshman,2.18,Active,2230 Elm Ave,Georgetown,CA,58404,Sarah King,+16128029502
STU000425,Dorothy,Sanchez,dorothy.sanchez@university.edu,+14707989172,2002-02-19,2024-09-30,Philosophy,Senior,3.46,Active,2768 Oak Ave,Georgetown,PA,69993,William Allen,+17413204483
